Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM21A7U2E681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.0 +0/-0.3mm,U2J(EIA),250Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM21B5C2J681FX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.25 ±0.2mm,C0G(EIA),630Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM21B5C2J681GX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.25 ±0.2mm,C0G(EIA),630Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM21B5C2J681JX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.25 ±0.2mm,C0G(EIA),630Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM31A5C2J681FX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),630Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM31A5C2J681GX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),630Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM31A5C2J681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),630Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM31A7U2J681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.0 +0/-0.3mm,U2J(EIA),630Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM31B5C3A681FX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.25 +0/-0.3mm,C0G(EIA),1000Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM31B5C3A681GX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.25 +0/-0.3mm,C0G(EIA),1000Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM31B5C3A681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.25 +0/-0.3mm,C0G(EIA),1000Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM31B7U3A681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.2mm,1.6 ±0.2mm,1.25 +0/-0.3mm,U2J(EIA),1000Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1885C1H681FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1885G1H681FA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1885G1H681GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1885G1H681JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM188L81H681KA03#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM188L81H681MA03#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,680pF,±20%,,1E-12,680,6.8E-10
GCM2165C1H681FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM2165C1H681GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2165C1H681JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2165C2A681GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2165C2A681JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2165G1H681GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2165G1H681JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2165G2A681GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2165G2A681JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2195C1H681FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM2195C1H681GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2195C1H681JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2195C2A681FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM2195C2A681GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2195C2A681JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2195G1H681GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2195G1H681JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM2195G2A681GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM2195G2A681JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1555C1H751FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1555C1H751GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1555C1H751JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM1555G1H751FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1555G1H751GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1555G1H751JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM1885C2A751FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1885C2A751GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1885C2A751JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM1885G2A751FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1885G2A751GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1885G2A751JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM1885C1H751FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1885C1H751GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1885C1H751JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM1885G1H751FA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM1885G1H751GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM1885G1H751JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2165C1H751FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM2165C1H751GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM2165C1H751JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2165C2A751GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM2165C2A751JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2165G1H751GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM2165G1H751JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2165G2A751GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM2165G2A751JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2195C1H751FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,750pF,±1%,,1E-12,750,7.5E-10
GCM2195C1H751GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,750pF,±2%,,1E-12,750,7.5E-10
GCM2195C1H751JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,750pF,±5%,,1E-12,750,7.5E-10
GCM2195C2A751FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,750pF,±1%,,1E-12,750,7.5E-10
